ARO Accession,AMR Gene Family,Drug Class,Resistance Mechanism
ARO:3007212,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3007213,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3007214,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3007215,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3007216,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3002355,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3007217,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3007218,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3007219,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3007220,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3007443,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3007444,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3007445,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3007447,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3008396,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3008397,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3000467,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3008398,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3008399,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3008400,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3008401,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3008402,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3008403,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3008404,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3008405,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3008406,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3002356,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3008407,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3008408,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3008409,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3008410,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3008411,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3008412,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3008413,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3008414,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3002357,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3008415,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3008416,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3008417,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3008418,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3008419,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3002358,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3002359,CMY beta-lactamase;CTX-M beta-lactamase;IMP beta-lactamase;KPC beta-lactamase;NDM beta-lactamase;OXA beta-lactamase;OXA-1-like beta-lactamase;OXA-48-like beta-lactamase;SHV beta-lactamase;VIM beta-lactamase,carbapenem;cephalosporin;monobactam;penicillin beta-lactam,antibiotic inactivation
ARO:3003495,16s rRNA with mutation conferring resistance to aminoglycoside antibiotics,aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic,antibiotic target alteration
ARO:3004836,23S rRNA with mutation conferring resistance to macrolide antibiotics,glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,antibiotic target alteration
ARO:3004873,sulfonamide resistant dihydropteroate synthase folP,sulfonamide antibiotic;sulfone antibiotic,antibiotic target alteration
ARO:3003928,fluoroquinolone resistant gyrA,fluoroquinolone antibiotic;nybomycin-like antibiotic,antibiotic target alteration
ARO:3004859,Zoliflodacin resistant gyrB,aminocoumarin antibiotic;zoliflodacin-like antibiotic,antibiotic target alteration
ARO:3005004,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic,antibiotic efflux
ARO:3004851,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic,antibiotic efflux
ARO:3003929,fluoroquinolone resistant parC,fluoroquinolone antibiotic,antibiotic target alteration
ARO:3004833,Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics,carbapenem;cephalosporin;monobactam;penicillin beta-lactam,antibiotic target alteration
ARO:3004832,Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics,carbapenem;cephalosporin;monobactam;penicillin beta-lactam,antibiotic target alteration
ARO:3004835,Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics,carbapenem;cephalosporin;monobactam;penicillin beta-lactam,antibiotic target alteration
ARO:3000464,General Bacterial Porin with reduced permeability to beta-lactams,carbapenem;cephalosporin;monobactam;penicillin beta-lactam;tetracycline antibiotic,reduced permeability to antibiotic
ARO:3004956,50S rRNA with mutation conferring resistance to macrolide antibiotics,glycopeptide antibiotic;macrolide antibiotic,antibiotic target alteration
ARO:3003497,16s rRNA with mutation conferring resistance to aminoglycoside antibiotics,aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic,antibiotic target alteration
ARO:3003937,Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics,carbapenem;cephalosporin;monobactam;penicillin beta-lactam,antibiotic target alteration
ARO:3007104,nitroimidazole reductase,nitroimidazole antibiotic,antibiotic inactivation
ARO:3004655,nitroimidazole reductase,nitroimidazole antibiotic,antibiotic inactivation
ARO:3007105,nitroimidazole reductase,nitroimidazole antibiotic,antibiotic inactivation
ARO:3007106,nitroimidazole reductase,nitroimidazole antibiotic,antibiotic inactivation
ARO:3007107,nitroimidazole reductase,nitroimidazole antibiotic,antibiotic inactivation
ARO:3007108,nitroimidazole reductase,nitroimidazole antibiotic,antibiotic inactivation
ARO:3007109,nitroimidazole reductase,nitroimidazole antibiotic,antibiotic inactivation
ARO:3007110,nitroimidazole reductase,nitroimidazole antibiotic,antibiotic inactivation
ARO:3007111,nitroimidazole reductase,nitroimidazole antibiotic,antibiotic inactivation
ARO:3007112,nitroimidazole reductase,nitroimidazole antibiotic,antibiotic inactivation
ARO:3007113,nitroimidazole reductase,nitroimidazole antibiotic,antibiotic inactivation
ARO:3003589,IMI beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3003665,IMI beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3007210,rifampin monooxygenase,rifamycin antibiotic,antibiotic inactivation
ARO:3000391,major facilitator superfamily (MFS) antibiotic efflux pump,disinfecting agents and antiseptics;fluoroquinolone antibiotic,antibiotic efflux
ARO:3000421,major facilitator superfamily (MFS) antibiotic efflux pump,fluoroquinolone antibiotic,antibiotic efflux
ARO:3007010,major facilitator superfamily (MFS) antibiotic efflux pump,disinfecting agents and antiseptics;fluoroquinolone antibiotic,antibiotic efflux
ARO:3002522,ATP-binding cassette (ABC) antibiotic efflux pump,aminocoumarin antibiotic,antibiotic efflux
ARO:3002665,16S rRNA methyltransferase (A1408),aminoglycoside antibiotic,antibiotic target alteration
ARO:3004239,NPS beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3007848,NWM beta-lactamase,carbapenem,antibiotic inactivation
ARO:3002514,OCH beta-lactamase,cephalosporin;monobactam;penicillin beta-lactam,antibiotic inactivation
ARO:3002515,OCH beta-lactamase,cephalosporin;monobactam;penicillin beta-lactam,antibiotic inactivation
ARO:3002516,OCH beta-lactamase,cephalosporin;monobactam;penicillin beta-lactam,antibiotic inactivation
ARO:3002517,OCH beta-lactamase,cephalosporin;monobactam;penicillin beta-lactam,antibiotic inactivation
ARO:3002518,OCH beta-lactamase,cephalosporin;monobactam;penicillin beta-lactam,antibiotic inactivation
ARO:3002519,OCH beta-lactamase,cephalosporin;monobactam;penicillin beta-lactam,antibiotic inactivation
ARO:3002520,OCH beta-lactamase,cephalosporin;monobactam;penicillin beta-lactam,antibiotic inactivation
ARO:3002521,OCH beta-lactamase,cephalosporin;monobactam;penicillin beta-lactam,antibiotic inactivation
ARO:3006956,OHIO beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002418,OKP beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3002427,OKP beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3002428,OKP beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3002429,OKP beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3002430,OKP beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3002431,OKP beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3002432,OKP beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3002433,OKP beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3006141,OKP beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3002419,OKP beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3002420,OKP beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3002421,OKP beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3002422,OKP beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3002423,OKP beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3002424,OKP beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3002425,OKP beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3002426,OKP beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3002434,OKP beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3002443,OKP beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3002444,OKP beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3002445,OKP beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3002446,OKP beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3002447,OKP beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3006142,OKP beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3002450,OKP beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3002451,OKP beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3002452,OKP beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3002435,OKP beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3002453,OKP beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3006143,OKP beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3006144,OKP beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3006145,OKP beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3006146,OKP beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3002436,OKP beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3006147,OKP beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3006148,OKP beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3002437,OKP beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3006149,OKP beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3006150,OKP beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3006151,OKP beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3002438,OKP beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3002439,OKP beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3002440,OKP beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3002441,OKP beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3002442,OKP beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3006152,OKP beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3006153,OKP beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3003036,Miscellaneous ABC-F subfamily ATP-binding cassette ribosomal protection proteins,macrolide antibiotic,antibiotic target protection
ARO:3003748,ATP-binding cassette (ABC) antibiotic efflux pump,macrolide antibiotic,antibiotic efflux
ARO:3000865,ole glycosyltransferase,macrolide antibiotic,antibiotic inactivation
ARO:3000866,ole glycosyltransferase,macrolide antibiotic,antibiotic inactivation
ARO:3005044,General Bacterial Porin with reduced permeability to peptide antibiotics,peptide antibiotic,reduced permeability to antibiotic
ARO:3003037,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminoglycoside antibiotic;fluoroquinolone antibiotic,antibiotic efflux
ARO:3004072,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminocoumarin antibiotic;macrolide antibiotic;monobactam;tetracycline antibiotic,antibiotic efflux
ARO:3000809,resistance-nodulation-cell division (RND) antibiotic efflux pump,disinfecting agents and antiseptics;fluoroquinolone antibiotic;tetracycline antibiotic,antibiotic efflux
ARO:3003700,resistance-nodulation-cell division (RND) antibiotic efflux pump,carbapenem;diaminopyrimidine antibiotic;disinfecting agents and antiseptics;macrolide antibiotic;phenicol antibiotic;tetracycline antibiotic,antibiotic efflux
ARO:3003682,resistance-nodulation-cell division (RND) antibiotic efflux pump,disinfecting agents and antiseptics,antibiotic efflux
ARO:3003039,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminoglycoside antibiotic;carbapenem;fluoroquinolone antibiotic;macrolide antibiotic;tetracycline antibiotic,antibiotic efflux
ARO:3000802,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminocoumarin antibiotic;aminoglycoside antibiotic;cephalosporin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;macrolide antibiotic;penicillin beta-lactam;phenicol antibiotic;tetracycline antibiotic,antibiotic efflux
ARO:3000379,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminocoumarin antibiotic;aminoglycoside antibiotic;carbapenem;cephalosporin;diaminopyrimidine antibiotic;disinfecting agents and antiseptics;fluoroquinolone antibiotic;macrolide antibiotic;monobactam;penicillin beta-lactam;peptide antibiotic;phenicol antibiotic;sulfonamide antibiotic;tetracycline antibiotic,antibiotic efflux
ARO:3000805,resistance-nodulation-cell division (RND) antibiotic efflux pump,diaminopyrimidine antibiotic;fluoroquinolone antibiotic;phenicol antibiotic,antibiotic efflux
ARO:3004142,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminoglycoside antibiotic;cephalosporin;fluoroquinolone antibiotic;macrolide antibiotic,antibiotic efflux
ARO:3003746,Miscellaneous ABC-F subfamily ATP-binding cassette ribosomal protection proteins,oxazolidinone antibiotic;phenicol antibiotic,antibiotic target protection
ARO:3003922,resistance-nodulation-cell division (RND) antibiotic efflux pump,diaminopyrimidine antibiotic;fluoroquinolone antibiotic;glycylcycline;nitrofuran antibiotic;tetracycline antibiotic,antibiotic efflux
ARO:3003923,resistance-nodulation-cell division (RND) antibiotic efflux pump,diaminopyrimidine antibiotic;fluoroquinolone antibiotic;glycylcycline;nitrofuran antibiotic;tetracycline antibiotic,antibiotic efflux
ARO:3006957,ORN beta-lactamase,carbapenem;cephalosporin,antibiotic inactivation
ARO:3006958,ORN beta-lactamase,carbapenem;cephalosporin,antibiotic inactivation
ARO:3006959,ORN beta-lactamase,carbapenem;cephalosporin,antibiotic inactivation
ARO:3006960,ORN beta-lactamase,carbapenem;cephalosporin,antibiotic inactivation
ARO:3006961,ORN beta-lactamase,carbapenem;cephalosporin,antibiotic inactivation
ARO:3006962,ORN beta-lactamase,carbapenem;cephalosporin,antibiotic inactivation
